dataset,paradigm,win_ms,n_codes,vocab_size,seed,fold,accuracy,macro_f1,kappa,compression_ratio,mean_token_ms
physionet_mi,Motor Imagery,500,64,4096,42,3,0.2619047619047619,0.26156067140430794,0.015993120853085685,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,42,4,0.2574610244988864,0.2570649770977226,0.009910118697078252,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,123,0,0.27503974562798095,0.2747145986232428,0.03346531650688278,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,123,1,0.271313672922252,0.2710677275632485,0.028469718150863632,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,123,2,0.25880469583778015,0.2588270841752159,0.011771486018180677,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,123,3,0.28728414442700156,0.28626849683730754,0.04994017370431725,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,123,4,0.28299379982285205,0.28306404032202553,0.0439954831903655,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,456,0,0.28017012227538546,0.279711422555794,0.04031986398771925,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,456,1,0.2623294858342078,0.2618354286384577,0.01630500815819369,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,456,2,0.28359788359788357,0.28346136768111707,0.04461602043182045,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,456,3,0.2688284518828452,0.268253833602861,0.025366229311179822,1.3283123925268219,3199.548557937723
physionet_mi,Motor Imagery,500,64,4096,456,4,0.26835902085222124,0.2682090388374687,0.024382731948875858,1.3283123925268219,3199.548557937723
