dataset,classifier,vocab_size,n_codes,seed,cv_strategy,fold,accuracy,balanced_accuracy,macro_f1,kappa
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.5509259259259259,0.4986111111111111,0.4597136691319981,-0.0017211703958690538
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.5254629629629629,0.5,0.4494719910483251,0.0
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.5387731481481481,0.5065972222222223,0.45802262410496264,0.007883817427385753
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,0,0.8333333333333334,0.5013888888888889,0.4579650162284619,0.004608294930875667
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,1,0.8315972222222222,0.49895833333333334,0.45402843601895737,-0.0034482758620688614
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.5509259259259259,0.4986111111111111,0.4597136691319981,-0.0017211703958690538
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.5254629629629629,0.5,0.4494719910483251,0.0
epfl_p300,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.5387731481481481,0.5065972222222223,0.45802262410496264,0.007883817427385753
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,0,0.8333333333333334,0.5013888888888889,0.4579650162284619,0.004608294930875667
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,1,0.8315972222222222,0.49895833333333334,0.45402843601895737,-0.0034482758620688614
epfl_p300,Spatial_BPE_RF,256,64,456,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,0,0.5439814814814815,0.5013888888888889,0.4580743759551707,0.0016891891891891442
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,1,0.5185185185185185,0.475,0.43628253627689006,-0.02970297029702973
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,2,0.5405092592592593,0.5298611111111111,0.46798607179693985,0.034846029173419835
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,0,0.8315972222222222,0.49895833333333334,0.45402843601895737,-0.0034482758620688614
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,2,0.8333333333333334,0.5013888888888889,0.4579650162284619,0.004608294930875667
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,0,0.5439814814814815,0.5013888888888889,0.4580743759551707,0.0016891891891891442
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,1,0.5185185185185185,0.475,0.43628253627689006,-0.02970297029702973
epfl_p300,Spatial_BPE_LogReg,256,64,789,LOSO,2,0.5405092592592593,0.5298611111111111,0.46798607179693985,0.034846029173419835
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,0,0.8315972222222222,0.49895833333333334,0.45402843601895737,-0.0034482758620688614
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,1,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,256,64,789,LOSO,2,0.8333333333333334,0.5013888888888889,0.4579650162284619,0.004608294930875667
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,0,0.5653935185185185,0.47673611111111114,0.4545397229170336,-0.03064958828911246
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,1,0.546875,0.5142361111111111,0.46471175852717245,0.017154811715481277
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,2,0.5271990740740741,0.5052083333333333,0.45230388922058473,0.006082725060827299
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,0,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,1,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,0,0.5653935185185185,0.47673611111111114,0.4545397229170336,-0.03064958828911246
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,1,0.546875,0.5142361111111111,0.46471175852717245,0.017154811715481277
epfl_p300,Spatial_BPE_LogReg,256,64,2024,LOSO,2,0.5271990740740741,0.5052083333333333,0.45230388922058473,0.006082725060827299
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,0,0.8333333333333334,0.5,0.45454545454545453,0.0
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,1,0.8327546296296297,0.4996527777777778,0.45437322387117146,-0.0011547344110856006
epfl_p300,Spatial_BPE_RF,256,64,2024,LOSO,2,0.8333333333333334,0.5,0.45454545454545453,0.0
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,0,0.07222222222222222,0.07222222222222223,0.07231108558972853,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,1,0.1111111111111111,0.1111111111111111,0.10199182625653212,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,2,0.08888888888888889,0.08888888888888889,0.07697546220216749,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,0,0.08888888888888889,0.08888888888888889,0.08241309304264467,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,1,0.08333333333333333,0.08333333333333333,0.08496934302466279,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,2,0.07222222222222222,0.07222222222222223,0.07122240786033888,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,0,0.07222222222222222,0.07222222222222223,0.07231108558972853,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,1,0.1111111111111111,0.1111111111111111,0.10199182625653212,0.030303030303030276
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,42,LOSO,2,0.08888888888888889,0.08888888888888889,0.07697546220216749,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,0,0.08888888888888889,0.08888888888888889,0.08241309304264467,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,1,0.08333333333333333,0.08333333333333333,0.08496934302466279,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,42,LOSO,2,0.07222222222222222,0.07222222222222223,0.07122240786033888,-0.0121212121212122
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,0,0.06666666666666667,0.06666666666666667,0.0686018017574279,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,1,0.13333333333333333,0.13333333333333333,0.12014625236100361,0.054545454545454564
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,2,0.06666666666666667,0.06666666666666667,0.06242353969214223,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,0,0.05,0.049999999999999996,0.05486111111111111,-0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,1,0.08333333333333333,0.08333333333333333,0.07936803607670918,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,2,0.09444444444444444,0.09444444444444444,0.09467042399540497,0.012121212121211977
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,0,0.06666666666666667,0.06666666666666667,0.0686018017574279,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,1,0.13333333333333333,0.13333333333333333,0.12014625236100361,0.054545454545454564
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,123,LOSO,2,0.06666666666666667,0.06666666666666667,0.06242353969214223,-0.018181818181818077
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,0,0.05,0.049999999999999996,0.05486111111111111,-0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,1,0.08333333333333333,0.08333333333333333,0.07936803607670918,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,123,LOSO,2,0.09444444444444444,0.09444444444444444,0.09467042399540497,0.012121212121211977
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.08333333333333333,0.08333333333333333,0.0849982772732983,0.0
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.08888888888888889,0.08888888888888889,0.08019933509064081,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.08333333333333333,0.08333333333333333,0.07654836110798532,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,0,0.07777777777777778,0.07777777777777777,0.08007116751272898,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,1,0.11666666666666667,0.11666666666666668,0.1199417495453301,0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,2,0.07777777777777778,0.07777777777777778,0.07462500387903614,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,0,0.08888888888888889,0.08888888888888889,0.0923976371726582,0.006060606060605878
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,1,0.10555555555555556,0.10555555555555556,0.10110252873079056,0.0242424242424244
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,2,0.08333333333333333,0.08333333333333333,0.0746871060170293,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,0,0.09444444444444444,0.09444444444444444,0.08555464094109246,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,1,0.07777777777777778,0.07777777777777778,0.06775820722942034,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,2,0.07777777777777778,0.07777777777777778,0.07836092442692368,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,0,0.08333333333333333,0.08333333333333333,0.0849982772732983,0.0
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,1,0.08888888888888889,0.08888888888888889,0.08019933509064081,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,456,LOSO,2,0.08333333333333333,0.08333333333333333,0.07654836110798532,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,0,0.07777777777777778,0.07777777777777777,0.08007116751272898,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,1,0.11666666666666667,0.11666666666666668,0.1199417495453301,0.036363636363636376
ssvep_nakanishi,Spatial_BPE_RF,256,64,456,LOSO,2,0.07777777777777778,0.07777777777777778,0.07462500387903614,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,0,0.06111111111111111,0.061111111111111116,0.05956090817592704,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,1,0.08888888888888889,0.0888888888888889,0.07890338827838828,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,2,0.09444444444444444,0.09444444444444444,0.09075646575646577,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,0,0.05555555555555555,0.05555555555555555,0.058428871517639626,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,1,0.1,0.09999999999999999,0.08363297121401331,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,2,0.1,0.09999999999999999,0.09245412028380516,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,0,0.06111111111111111,0.061111111111111116,0.05956090817592704,-0.024242424242424176
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,1,0.08888888888888889,0.0888888888888889,0.07890338827838828,0.0060606060606061
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,2024,LOSO,2,0.09444444444444444,0.09444444444444444,0.09075646575646577,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,0,0.05555555555555555,0.05555555555555555,0.058428871517639626,-0.030303030303030276
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,1,0.1,0.09999999999999999,0.08363297121401331,0.018181818181818188
ssvep_nakanishi,Spatial_BPE_RF,256,64,2024,LOSO,2,0.1,0.09999999999999999,0.09245412028380516,0.018181818181818188
physionet_mi,Spatial_BPE_LogReg,256,64,42,5fold-subject,0,0.2111111111111111,0.2123153115000941,0.206889885410074,-0.049261083743842304
physionet_mi,Spatial_BPE_LogReg,256,64,42,5fold-subject,1,0.2222222222222222,0.23228402032749856,0.17912443131933914,-0.023558082859463925
physionet_mi,Spatial_BPE_LogReg,256,64,42,5fold-subject,2,0.2777777777777778,0.2763034067381893,0.2780473859627104,0.03719552337063847
physionet_mi,Spatial_BPE_RF,256,64,42,5fold-subject,0,0.2222222222222222,0.22264375117635987,0.216537364494328,-0.038404483270150225
physionet_mi,Spatial_BPE_RF,256,64,42,5fold-subject,1,0.2777777777777778,0.2829380764163373,0.2444380755856166,0.04066907182682855
physionet_mi,Spatial_BPE_RF,256,64,42,5fold-subject,2,0.25555555555555554,0.2669631093544137,0.21535592231391182,0.02284880894506558
physionet_mi,Spatial_BPE_LogReg,256,64,456,5fold-subject,0,0.2777777777777778,0.2782502823263693,0.25582730292564954,0.037195523370638695
physionet_mi,Spatial_BPE_LogReg,256,64,456,5fold-subject,1,0.32222222222222224,0.3346979107848673,0.27545568824638594,0.10804224207961
physionet_mi,Spatial_BPE_LogReg,256,64,456,5fold-subject,2,0.2777777777777778,0.28459086203651424,0.2245900803264057,0.04066907182682855
physionet_mi,Spatial_BPE_RF,256,64,456,5fold-subject,0,0.28888888888888886,0.29177842085450784,0.2678810320114668,0.05247573614081269
physionet_mi,Spatial_BPE_RF,256,64,456,5fold-subject,1,0.36666666666666664,0.37038278750235276,0.3208771929824561,0.15874057067891112
physionet_mi,Spatial_BPE_RF,256,64,456,5fold-subject,2,0.23333333333333334,0.24680030114812723,0.1692541539032767,-0.008608088354718157
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,0,0.08888888888888889,0.08888888888888889,0.0923976371726582,0.006060606060605878
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,1,0.10555555555555556,0.10555555555555556,0.10110252873079056,0.0242424242424244
ssvep_nakanishi,Spatial_BPE_LogReg,256,64,789,LOSO,2,0.08333333333333333,0.08333333333333333,0.0746871060170293,0.0
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,0,0.09444444444444444,0.09444444444444444,0.08555464094109246,0.012121212121212088
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,1,0.07777777777777778,0.07777777777777778,0.06775820722942034,-0.0060606060606061
ssvep_nakanishi,Spatial_BPE_RF,256,64,789,LOSO,2,0.07777777777777778,0.07777777777777778,0.07836092442692368,-0.0060606060606061
